AdjunctTipLarge,0,0.00,1975,2898.15
AdjunctTipSmall,0,0.00,2693,455.52
AdjunctTop_01,269,540.39,0,0.00
AdjunctTop_02,0,0.00,2693,461.86
AdjunctTop_03,269,593.76,0,0.00
Adjunct_05,0,0.00,2693,379.38
AdjusterMedium,0,0.00,970,9403.36
AgLiReinforcedGlassProduct,0,0.00,887,950.65
AileronShortLarge2,0,0.00,853,38078.06
AirbrakeMedium,0,0.00,1456,7629.22
AlFeProduct,400,124.83,0,0.00
AlLiProduct,147,1190.54,0,0.00
AlarmLight,0,0.00,3042,1090.19
AlarmSound,304,1308.84,0,0.00
AluminiumBrightHCBlack,812,252.00,0,0.00
AluminiumBrightHCGray,0,0.00,8122,184.50
AluminiumBrightHCGrayD,812,247.59,0,0.00
AluminiumBrightHCGrayL,812,235.45,0,0.00
AluminiumBrightHCWhite,812,195.22,0,0.00
AluminiumMattHCBlack,812,275.99,0,0.00
AluminiumMattHCGray,812,214.36,0,0.00
AluminiumMattHCGrayD,812,257.92,0,0.00
AluminiumMattHCGrayL,812,224.48,0,0.00
AluminiumMattHCWhite,0,0.00,8122,227.85
AluminiumOre,0,0.00,6358,22.57
AluminiumPure,775,41.32,7753,41.32
AluminiumScrap,1015,59.53,0,0.00
AluminiumTileHCBlack,812,278.53,0,0.00
AluminiumTileHCGray,0,0.00,8122,196.07
AluminiumTileHCGrayD,812,233.99,0,0.00
AluminiumTileHCGrayL,0,0.00,8122,162.36
AluminiumTileHCWhite,812,255.70,0,0.00
AmmoCannonExtraSmallKineticAdvancedDefense,0,0.00,1956,148.22
AmmoCannonExtraSmallThermicAdvancedDefense,195,233.75,0,0.00
AmmoCannonExtraSmallThermicAdvancedPrecision,0,0.00,1956,159.23
AmmoCannonLargeThermicAdvancedHeavy,0,0.00,1156,923.30
AmmoCannonMediumKineticAdvancedDefense,0,0.00,1754,427.67
AmmoCannonMediumKineticAdvancedHeavy,175,669.25,0,0.00
AmmoCannonMediumKineticAdvancedPrecision,0,0.00,1754,572.60
AmmoCannonMediumThermicAdvancedHeavy,175,556.54,0,0.00
AmmoCannonSmallKineticAdvancedAgile,0,0.00,1883,254.04
AmmoCannonSmallKineticAdvancedPrecision,188,305.00,0,0.00
AmmoCannonSmallKineticUncommon,260,134.63,0,0.00
AmmoCannonSmallThermicAdvancedDefense,188,253.89,0,0.00
AmmoContainerLarge,43,119035.03,0,0.00
AmmoContainerMedium,0,0.00,1185,24154.74
AmmoLaserExtraSmallElectromagneticAdvancedAgile,195,176.20,0,0.00
AmmoLaserExtraSmallElectromagneticAdvancedDefense,195,194.09,0,0.00
AmmoLaserExtraSmallElectromagneticAdvancedHeavy,195,237.90,0,0.00
AmmoLaserExtraSmallElectromagneticAdvancedPrecision,195,221.49,0,0.00
AmmoLaserExtraSmallThermicAdvancedAgile,195,229.25,0,0.00
AmmoLaserExtraSmallThermicAdvancedHeavy,195,231.47,0,0.00
AmmoLaserExtraSmallThermicUncommon,332,84.50,0,0.00
AmmoLaserLargeElectromagneticAdvancedAgile,115,1389.65,0,0.00
AmmoLaserLargeElectromagneticAdvancedHeavy,0,0.00,1156,1115.89
AmmoLaserLargeElectromagneticAdvancedPrecision,154,1085.41,0,0.00
AmmoLaserLargeThermicAdvancedHeavy,115,1308.01,0,0.00
AmmoLaserLargeThermicAdvancedPrecision,0,0.00,1541,820.14
AmmoLaserLargeThermicUncommon,0,0.00,2338,516.15
AmmoLaserMediumElectromagneticAdvancedHeavy,175,505.87,0,0.00
AmmoLaserMediumElectromagneticUncommon,0,0.00,2511,302.11
AmmoLaserSmallElectromagneticAdvancedAgile,188,267.60,0,0.00
AmmoLaserSmallElectromagneticAdvancedDefense,188,256.39,0,0.00
AmmoLaserSmallElectromagneticUncommon,260,136.70,0,0.00
AmmoLaserSmallThermicAdvancedHeavy,188,287.11,0,0.00
AmmoMissileExtraSmallKineticAdvancedAgile,0,0.00,1956,190.98
AmmoMissileLargeKineticAdvancedAgile,115,1286.30,0,0.00
AmmoMissileLargeKineticUncommon,233,543.25,0,0.00
AmmoMissileMediumAntimatterAdvancedAgile,175,675.26,0,0.00
AmmoMissileMediumKineticUncommon,251,314.03,0,0.00
AmmoMissileSmallAntimatterAdvancedAgile,188,258.02,0,0.00
AmmoMissileSmallAntimatterUncommon,260,167.56,0,0.00
AmmoMissileSmallKineticAdvancedDefense,188,288.60,0,0.00
AmmoMissileSmallKineticAdvancedHeavy,0,0.00,1883,282.89
AmmoRailgunExtraSmallElectromagneticAdvancedAgile,195,222.41,0,0.00
AmmoRailgunExtraSmallElectromagneticUncommon,265,123.89,0,0.00
AmmoRailgunLargeElectromagneticAdvancedDefense,115,1147.47,0,0.00
AmmoRailgunLargeElectromagneticAdvancedHeavy,0,0.00,1156,1119.83
AmmoRailgunMediumElectromagneticAdvancedAgile,0,0.00,1754,499.01
AmmoRailgunMediumElectromagneticAdvancedDefense,175,659.98,0,0.00
AmmoRailgunSmallElectromagneticUncommon,0,0.00,2608,143.61
AmmoStasisMedium,115,1608.53,0,0.00
AndOperator,202,1272.67,0,0.00
AtmosphericEngineLargeFreight,0,0.00,123,246800.87
AtmosphericEngineMediumFreight,51,50977.57,0,0.00
AtmosphericEngineMediumManeuver,51,40454.40,0,0.00
AtmosphericEngineSmallFreight3,71,17045.48,0,0.00
AtmosphericEngineSmallManeuver4,0,0.00,354,58953.75
AtmosphericEngineXtraSmall,0,0.00,1507,1586.43
AtmosphericEngineXtraSmallFreight4,0,0.00,614,30238.47
AtmosphericEngineXtraSmallMilitary3,0,0.00,1377,7318.97
AtmosphericEngineXtraSmallSafe,0,0.00,1178,4176.30
AtmosphericEngineXtraSmallSafe4,0,0.00,614,26844.02
AtmosphericFlap,150,1962.54,0,0.00
AtmosphericVerticalBoosterLargeMilitary5,0,0.00,100,9066199.40
AtmosphericVerticalBoosterMedium,0,0.00,970,9705.57
AtmosphericVerticalBoosterMediumMilitary,0,0.00,516,38130.59
AtmosphericVerticalBoosterSmall,0,0.00,1507,1456.45
AtmosphericVerticalBoosterXtraSmallFreight3,0,0.00,918,9699.63
AtmosphericVerticalBoosterXtraSmallFreight4,0,0.00,614,22583.29
AtmosphericVerticalBoosterXtraSmallManeuver4,61,27253.94,0,0.00
AtmosphericVerticalBoosterXtraSmallMilitary3,0,0.00,918,9678.91
AtmosphericVerticalBoosterXtraSmallMilitary4,61,38342.21,0,0.00
AtmosphericVerticalBoosterXtraSmallMilitary5,20,166664.51,0,0.00
BacDeco01,197,2733.47,0,0.00
BacDeco02,0,0.00,1975,2656.26
BacDeco03,0,0.00,1975,2017.40
BacDeco04,197,2946.21,0,0.00
BacDeco05,0,0.00,1975,1976.67
BacDeco06,0,0.00,1975,2657.46
BacDeco07,197,2299.38,0,0.00
BacDeco08,197,3229.62,0,0.00
BacDeco09,197,2452.67,0,0.00
Barrier1M,269,635.72,0,0.00
Barrier2M,0,0.00,2693,460.69
BarrierCorner,0,0.00,2693,532.00
BasicECU,0,0.00,2971,2100.95
Bed,197,3176.18,0,0.00
Bench,269,464.34,0,0.00
BigHologramPlanet1,0,0.00,1963,6564.24
BigSlidingDoor,121,14346.93,0,0.00
BiologicMatterProduct,334,90.93,0,0.00
Board,0,0.00,2693,464.08
BrickBrightHCBlack,0,0.00,8122,741.65
BrickBrightHCBrick01,812,986.73,0,0.00
BrickBrightHCBrick01D,812,998.78,0,0.00
BrickBrightHCBrick01L,0,0.00,8122,830.66
BrickBrightHCBrick02,812,834.19,0,0.00
BrickBrightHCBrick02D,0,0.00,8122,681.37
BrickBrightHCBrick02L,812,915.30,0,0.00
BrickBrightHCBrick03,0,0.00,8122,735.83
BrickBrightHCBrick03D,0,0.00,8122,871.34
BrickBrightHCBrick03L,0,0.00,6091,936.64
BrickBrightHCBrick04,0,0.00,8122,680.51
BrickBrightHCBrick04D,609,1140.64,0,0.00
BrickBrightHCBrick04L,0,0.00,8122,742.41
BrickBrightHCGray,0,0.00,6091,913.59
BrickBrightHCGrayD,0,0.00,8122,787.29
BrickBrightHCGrayL,812,784.51,0,0.00
BrickBrightHCWhite,812,1075.77,0,0.00
BrickMattHCBlack,812,838.56,0,0.00
BrickMattHCBrick01,0,0.00,8122,800.56
BrickMattHCBrick01D,812,990.37,0,0.00
BrickMattHCBrick01L,0,0.00,8122,788.82
BrickMattHCBrick02,0,0.00,8122,739.09
BrickMattHCBrick02D,812,963.01,0,0.00
BrickMattHCBrick02L,0,0.00,8122,777.35
BrickMattHCBrick03,0,0.00,8122,678.89
BrickMattHCBrick03D,0,0.00,8122,816.09
BrickMattHCBrick03L,812,1028.17,0,0.00
BrickMattHCBrick04,609,1128.45,0,0.00
BrickMattHCBrick04D,812,831.52,0,0.00
BrickMattHCBrick04L,812,785.03,0,0.00
BrickMattHCGray,0,0.00,6091,931.98
BrickMattHCGrayD,0,0.00,8122,842.26
BrickMattHCGrayL,0,0.00,8122,764.73
BrickMattHCWhite,812,924.69,0,0.00
BrickProduct,334,82.05,0,0.00
BrickTileHCBlack,812,913.31,0,0.00
BrickTileHCBrick01,812,937.68,0,0.00
BrickTileHCBrick01D,0,0.00,8122,696.22
BrickTileHCBrick01L,0,0.00,8122,863.25
BrickTileHCBrick02,812,1045.31,0,0.00
BrickTileHCBrick02D,812,1046.90,0,0.00
BrickTileHCBrick02L,0,0.00,8122,794.64
BrickTileHCBrick03,0,0.00,8122,869.10
BrickTileHCBrick03D,0,0.00,8122,685.09
BrickTileHCBrick03L,609,1150.28,0,0.00
BrickTileHCBrick04,609,1142.92,0,0.00
BrickTileHCBrick04D,812,1061.58,0,0.00
BrickTileHCBrick04L,812,1041.14,0,0.00
BrickTileHCGray,0,0.00,8122,750.44
BrickTileHCGrayD,0,0.00,6091,935.42
BrickTileHCGrayL,812,967.85,0,0.00
BrickTileHCWhite,812,1034.60,0,0.00
Cable1M01,0,0.00,2693,537.88
Cable1M02,0,0.00,2693,474.86
Cable1M03,0,0.00,2693,410.77
Cable2M01,0,0.00,2693,476.36
Cable2M02,269,628.94,0,0.00
Cable2M03,269,517.46,0,0.00
CableCorner01,269,461.49,0,0.00
CableCorner02,269,477.88,0,0.00
CableCorner03,269,487.59,0,0.00
CalciumOre,0,0.00,10173,63.84
CalciumPure,397,85.65,3970,85.65
CalciumReinforcedCopperProduct,0,0.00,3785,215.27
CalciumScrap,1015,49.15,0,0.00
CanopyAngleMedium_00,0,0.00,748,13739.99
CanopyAngleMetalSmall,0,0.00,1399,1901.55
CanopyCornerMedium_00,74,19729.55,0,0.00
CanopyCornerMetalMedium,74,21254.77,0,0.00
CanopyCornerMetalSmall,139,1998.01,0,0.00
CanopyFlatMetalMedium,0,0.00,748,15627.78
CanopyFlatMetalSmall,139,2680.12,0,0.00
CanopyTriangleMetalMedium,74,17947.15,0,0.00
CanopyTriangleMetalSmall,0,0.00,1399,1970.56
CarbonFiberProduct,400,142.01,0,0.00
CarbonOre,0,0.00,6358,23.71
CarbonPure,1015,44.95,10152,44.95
CarbonScrap,0,0.00,10152,41.64
CarbonfiberBrightHCBlack,0,0.00,6091,1185.08
CarbonfiberBrightHCGray,0,0.00,6091,1175.09
CarbonfiberBrightHCGrayD,0,0.00,6091,1130.27
CarbonfiberBrightHCGrayL,0,0.00,6091,960.12
CarbonfiberBrightHCWhite,0,0.00,6091,1016.60
CarbonfiberMattHCBlack,0,0.00,6091,924.86
CarbonfiberMattHCGray,812,1076.58,0,0.00
CarbonfiberMattHCGrayD,0,0.00,6091,1212.23
CarbonfiberMattHCGrayL,0,0.00,6091,1257.68
CarbonfiberMattHCWhite,0,0.00,6091,1135.93
CarbonfiberTileHCBlack,0,0.00,6091,1150.63
CarbonfiberTileHCGray,0,0.00,6091,1191.16
CarbonfiberTileHCGrayD,0,0.00,6091,1122.40
CarbonfiberTileHCGrayL,0,0.00,6091,998.77
CarbonfiberTileHCWhite,0,0.00,6091,1126.80
Carpet01,404,229.41,0,0.00
Carpet02,126,27474.83,0,0.00
Chair,296,1305.31,0,0.00
Chair02,404,202.29,0,0.00
ChairSurface,201,1983.96,0,0.00
Chair_S01,404,226.55,0,0.00
ChromiumBrightHCBlack,0,0.00,8114,372.03
ChromiumBrightHCGray,0,0.00,8114,410.91
ChromiumBrightHCGrayD,811,466.03,0,0.00
ChromiumBrightHCGrayL,0,0.00,8114,355.58
ChromiumBrightHCWhite,0,0.00,8114,344.65
ChromiumMattHCBlack,811,493.98,0,0.00
ChromiumMattHCGray,0,0.00,8114,377.33
ChromiumMattHCGrayD,0,0.00,8114,381.67
ChromiumMattHCGrayL,811,521.50,0,0.00
ChromiumMattHCWhite,0,0.00,8114,360.48
ChromiumOre,0,0.00,10173,71.76
