AdjunctTipLarge,0,0.00,1515,2724.06
AdjunctTipSmall,206,643.48,0,0.00
AdjunctTop_01,0,0.00,2066,496.56
AdjunctTop_02,206,567.20,0,0.00
AdjunctTop_03,0,0.00,2066,542.52
Adjunct_05,206,560.43,0,0.00
AdjusterLarge,0,0.00,654,27100.52
AdjusterSmall,0,0.00,1156,1343.25
AgLiReinforcedGlassProduct,0,0.00,681,1006.57
AileronMedium2,71,21466.59,0,0.00
AirbrakeMedium,111,10316.94,0,0.00
AlFeProduct,0,0.00,3075,114.05
AlLiProduct,0,0.00,1513,771.68
AlarmLight,0,0.00,2334,1440.30
AlarmSound,233,1837.32,0,0.00
AluminiumBrightHCBlack,623,278.99,0,0.00
AluminiumBrightHCGray,0,0.00,6230,206.46
AluminiumBrightHCGrayD,0,0.00,6230,160.88
AluminiumBrightHCGrayL,623,260.83,0,0.00
AluminiumBrightHCWhite,0,0.00,6230,221.07
AluminiumMattHCBlack,623,203.26,0,0.00
AluminiumMattHCGray,0,0.00,6230,183.52
AluminiumMattHCGrayD,0,0.00,6230,184.23
AluminiumMattHCGrayL,0,0.00,6230,220.11
AluminiumMattHCWhite,623,271.51,0,0.00
AluminiumPure,594,43.30,5947,43.30
AluminiumScrap,0,0.00,7788,48.06
AluminiumTileHCBlack,623,215.63,0,0.00
AluminiumTileHCGray,623,194.17,0,0.00
AluminiumTileHCGrayD,0,0.00,6230,210.86
AluminiumTileHCGrayL,623,215.38,0,0.00
AluminiumTileHCWhite,623,246.49,0,0.00
AmmoCannonExtraSmallKineticAdvancedAgile,150,233.05,0,0.00
AmmoCannonExtraSmallKineticAdvancedDefense,150,168.19,0,0.00
AmmoCannonExtraSmallKineticAdvancedHeavy,0,0.00,1500,162.33
AmmoCannonExtraSmallKineticUncommon,204,119.41,0,0.00
AmmoCannonExtraSmallThermicAdvancedAgile,150,166.81,0,0.00
AmmoCannonExtraSmallThermicAdvancedDefense,0,0.00,1500,157.68
AmmoCannonExtraSmallThermicAdvancedHeavy,150,234.66,0,0.00
AmmoCannonExtraSmallThermicAdvancedPrecision,150,200.69,0,0.00
AmmoCannonLargeKineticAdvancedHeavy,0,0.00,886,936.01
AmmoCannonLargeThermicAdvancedPrecision,118,1072.49,0,0.00
AmmoCannonLargeThermicUncommon,0,0.00,1793,571.28
AmmoCannonMediumKineticAdvancedAgile,134,653.12,0,0.00
AmmoCannonMediumThermicAdvancedPrecision,0,0.00,1345,452.33
AmmoCannonMediumThermicUncommon,0,0.00,1926,317.04
AmmoCannonSmallKineticAdvancedHeavy,144,271.16,0,0.00
AmmoCannonSmallThermicAdvancedAgile,0,0.00,1445,268.00
AmmoCannonSmallThermicAdvancedDefense,0,0.00,1445,231.13
AmmoCannonSmallThermicAdvancedPrecision,0,0.00,1445,284.76
AmmoCannonSmallThermicUncommon,0,0.00,2000,136.34
AmmoContainerSmall,150,8870.89,0,0.00
AmmoLaserExtraSmallElectromagneticAdvancedAgile,150,200.06,0,0.00
AmmoLaserExtraSmallElectromagneticUncommon,255,98.20,0,0.00
AmmoLaserExtraSmallThermicAdvancedAgile,150,225.79,0,0.00
AmmoLaserExtraSmallThermicAdvancedDefense,150,209.21,0,0.00
AmmoLaserExtraSmallThermicUncommon,0,0.00,2550,80.47
AmmoLaserLargeElectromagneticAdvancedAgile,0,0.00,886,926.85
AmmoLaserLargeElectromagneticAdvancedDefense,0,0.00,886,1074.31
AmmoLaserLargeThermicAdvancedDefense,118,1064.65,0,0.00
AmmoLaserLargeThermicAdvancedHeavy,0,0.00,1182,854.44
AmmoLaserMediumThermicAdvancedAgile,134,662.06,0,0.00
AmmoLaserMediumThermicAdvancedDefense,0,0.00,1345,578.64
AmmoLaserMediumThermicAdvancedHeavy,0,0.00,1345,459.38
AmmoLaserMediumThermicUncommon,192,308.20,0,0.00
AmmoLaserSmallElectromagneticAdvancedAgile,144,333.45,0,0.00
AmmoLaserSmallThermicAdvancedHeavy,144,329.41,0,0.00
AmmoLaserSmallThermicAdvancedPrecision,0,0.00,1445,251.37
AmmoLaserSmallThermicUncommon,200,161.33,0,0.00
AmmoMissileExtraSmallKineticAdvancedHeavy,0,0.00,1500,161.98
AmmoMissileLargeKineticAdvancedHeavy,0,0.00,886,1009.29
AmmoMissileMediumKineticAdvancedAgile,0,0.00,1345,406.03
AmmoMissileMediumKineticAdvancedHeavy,0,0.00,1345,467.53
AmmoMissileMediumKineticAdvancedPrecision,0,0.00,1345,564.64
AmmoMissileSmallAntimatterAdvancedPrecision,0,0.00,1445,306.97
AmmoMissileSmallKineticAdvancedAgile,144,326.47,0,0.00
AmmoMissileSmallKineticAdvancedHeavy,144,287.06,0,0.00
AmmoMissileSmallKineticAdvancedPrecision,144,301.94,0,0.00
AmmoMissileSmallKineticUncommon,200,154.49,0,0.00
AmmoRailgunExtraSmallAntimatterAdvancedDefense,0,0.00,1500,221.76
AmmoRailgunExtraSmallElectromagneticAdvancedPrecision,0,0.00,1500,183.91
AmmoRailgunLargeElectromagneticAdvancedDefense,0,0.00,886,1034.16
AmmoRailgunLargeElectromagneticAdvancedPrecision,0,0.00,1182,880.61
AmmoRailgunMediumAntimatterUncommon,192,409.89,0,0.00
AmmoRailgunMediumElectromagneticAdvancedAgile,134,607.57,0,0.00
AmmoRailgunMediumElectromagneticAdvancedDefense,134,652.60,0,0.00
AmmoRailgunSmallElectromagneticAdvancedPrecision,0,0.00,1445,285.10
AmmoStasisLarge,0,0.00,713,2742.49
AmmoStasisMedium,0,0.00,886,1288.76
AndOperator,0,0.00,1551,1252.50
AntennaMedium,57,18679.42,0,0.00
AntiGravityPulsor,0,0.00,100,172508.60
AtmosphericEngineLarge,0,0.00,220,130660.78
AtmosphericEngineLargeMilitary5,0,0.00,100,11294537.38
AtmosphericEngineMedium,0,0.00,654,31516.61
AtmosphericEngineMediumManeuver,39,54872.08,0,0.00
AtmosphericEngineMediumMilitary,0,0.00,396,40328.56
AtmosphericEngineMediumSafe,0,0.00,396,38237.01
AtmosphericEngineSmallFreight3,54,21272.76,0,0.00
AtmosphericEngineSmallMilitary4,0,0.00,271,64517.28
AtmosphericEngineSmallSafe4,0,0.00,271,46630.37
AtmosphericEngineXtraSmall,115,1729.64,0,0.00
AtmosphericEngineXtraSmallFreight,0,0.00,903,4159.00
AtmosphericEngineXtraSmallFreight3,70,11594.62,0,0.00
AtmosphericEngineXtraSmallFreight4,47,33534.87,0,0.00
AtmosphericEngineXtraSmallMilitary,90,4250.55,0,0.00
AtmosphericFlap,0,0.00,1156,1668.15
AtmosphericVerticalBoosterMediumFreight,39,56257.64,0,0.00
AtmosphericVerticalBoosterMediumFreight3,0,0.00,286,88353.35
AtmosphericVerticalBoosterMediumMilitary,0,0.00,396,34456.85
AtmosphericVerticalBoosterSmall,115,2120.10,0,0.00
AtmosphericVerticalBoosterSmallManeuver3,0,0.00,544,17272.47
AtmosphericVerticalBoosterSmallMilitary,81,8133.68,0,0.00
AtmosphericVerticalBoosterXtraSmallFreight3,0,0.00,1056,7094.46
AtmosphericVerticalBoosterXtraSmallManeuver3,105,8718.13,0,0.00
AtmosphericVerticalBoosterXtraSmallMilitary3,0,0.00,1056,8553.80
AtmosphericVerticalBoosterXtraSmallMilitary4,47,34164.91,0,0.00
BacDeco01,0,0.00,1515,1949.87
BacDeco02,0,0.00,1515,2283.38
BacDeco03,0,0.00,1515,2508.66
BacDeco04,151,2670.62,0,0.00
BacDeco05,0,0.00,1515,2068.17
BacDeco06,0,0.00,1515,2149.08
BacDeco07,151,2254.56,0,0.00
BacDeco08,151,3081.26,0,0.00
BacDeco09,0,0.00,1515,2088.71
Barrier1M,206,567.75,0,0.00
Barrier2M,206,595.77,0,0.00
BarrierCorner,0,0.00,2066,445.36
BasicECU,227,2104.10,0,0.00
Bed,0,0.00,1515,2217.15
Bench,206,619.92,0,0.00
BigHologramPlanet1,150,8257.99,0,0.00
BiologicMatterProduct,0,0.00,2562,86.80
Board,206,463.69,0,0.00
BrickBrightHCBlack,623,1084.21,0,0.00
BrickBrightHCBrick01,623,886.10,0,0.00
BrickBrightHCBrick01D,0,0.00,4672,911.72
BrickBrightHCBrick01L,0,0.00,6230,827.02
BrickBrightHCBrick02,0,0.00,6230,719.06
BrickBrightHCBrick02D,0,0.00,6230,798.36
BrickBrightHCBrick02L,0,0.00,4672,900.90
BrickBrightHCBrick03,0,0.00,6230,846.02
BrickBrightHCBrick03D,623,820.30,0,0.00
BrickBrightHCBrick03L,0,0.00,6230,697.05
BrickBrightHCBrick04,0,0.00,6230,748.01
BrickBrightHCBrick04D,0,0.00,4672,914.56
BrickBrightHCBrick04L,0,0.00,6230,772.66
BrickBrightHCGray,0,0.00,4672,932.65
BrickBrightHCGrayD,0,0.00,6230,729.86
BrickBrightHCGrayL,623,1026.63,0,0.00
BrickBrightHCWhite,623,896.51,0,0.00
BrickMattHCBlack,0,0.00,4672,934.30
BrickMattHCBrick01,623,948.75,0,0.00
BrickMattHCBrick01D,623,1007.40,0,0.00
BrickMattHCBrick01L,0,0.00,6230,823.85
BrickMattHCBrick02,0,0.00,6230,858.19
BrickMattHCBrick02D,623,1066.46,0,0.00
BrickMattHCBrick02L,467,1122.60,0,0.00
BrickMattHCBrick03,0,0.00,4672,906.02
BrickMattHCBrick03D,623,913.52,0,0.00
BrickMattHCBrick03L,0,0.00,6230,735.48
BrickMattHCBrick04,0,0.00,6230,894.29
BrickMattHCBrick04D,0,0.00,6230,839.63
BrickMattHCBrick04L,623,986.78,0,0.00
BrickMattHCGray,0,0.00,6230,830.07
BrickMattHCGrayD,0,0.00,6230,740.94
BrickMattHCGrayL,623,794.91,0,0.00
BrickMattHCWhite,0,0.00,4672,907.21
BrickProduct,0,0.00,2562,79.75
BrickTileHCBlack,467,1100.54,0,0.00
BrickTileHCBrick01,623,892.95,0,0.00
BrickTileHCBrick01D,0,0.00,6230,661.73
BrickTileHCBrick01L,0,0.00,6230,691.55
BrickTileHCBrick02,623,789.69,0,0.00
BrickTileHCBrick02D,623,914.19,0,0.00
BrickTileHCBrick02L,0,0.00,6230,693.73
BrickTileHCBrick03,0,0.00,6230,711.23
BrickTileHCBrick03D,0,0.00,6230,849.78
BrickTileHCBrick03L,0,0.00,6230,860.92
BrickTileHCBrick04,623,787.82,0,0.00
BrickTileHCBrick04D,0,0.00,6230,652.72
BrickTileHCBrick04L,467,1114.48,0,0.00
BrickTileHCGray,0,0.00,6230,709.23
BrickTileHCGrayD,623,1076.90,0,0.00
BrickTileHCGrayL,623,972.67,0,0.00
BrickTileHCWhite,0,0.00,6230,880.52
Cable1M01,0,0.00,2066,385.80
Cable1M02,0,0.00,2066,494.68
Cable1M03,206,503.23,0,0.00
Cable2M01,0,0.00,2066,543.27
Cable2M02,206,595.91,0,0.00
Cable2M03,206,573.26,0,0.00
CableCorner01,206,592.92,0,0.00
CableCorner02,206,666.39,0,0.00
CableCorner03,0,0.00,2066,381.67
CalciumPure,304,85.83,3045,85.83
CalciumReinforcedCopperProduct,0,0.00,2903,249.05
CalciumScrap,0,0.00,7788,33.43
CanopyAngleMedium_00,57,17698.76,0,0.00
CanopyCornerSmall_00,107,2092.93,0,0.00
CanopyFlatLarge_00,0,0.00,319,84187.56
CanopyFlatMedium_00,0,0.00,573,14931.67
CanopyTriangleSmall_00,0,0.00,1073,1940.17
CarbonFiberProduct,307,152.10,0,0.00
CarbonPure,778,42.28,7788,42.28
CarbonScrap,778,59.43,0,0.00
CarbonfiberBrightHCBlack,467,1257.89,0,0.00
CarbonfiberBrightHCGray,0,0.00,4672,929.30
CarbonfiberBrightHCGrayD,0,0.00,6230,867.55
CarbonfiberBrightHCGrayL,0,0.00,4672,1141.03
CarbonfiberBrightHCWhite,467,1109.00,0,0.00
CarbonfiberMattHCBlack,0,0.00,4672,1257.54
CarbonfiberMattHCGray,467,1138.71,0,0.00
CarbonfiberMattHCGrayD,467,1243.65,0,0.00
CarbonfiberMattHCGrayL,467,1126.17,0,0.00
CarbonfiberMattHCWhite,0,0.00,4672,1236.05
CarbonfiberTileHCBlack,467,1179.58,0,0.00
CarbonfiberTileHCGray,467,1153.46,0,0.00
CarbonfiberTileHCGrayD,467,1429.88,0,0.00
CarbonfiberTileHCGrayL,0,0.00,4672,1266.85
CarbonfiberTileHCWhite,0,0.00,4672,1212.77
Carpet01,0,0.00,3099,187.03
Carpet02,97,30269.83,0,0.00
Chair,0,0.00,2272,1386.11
Chair02,309,191.84,0,0.00
ChairSurface,0,0.00,1546,1708.80
Chair_S01,0,0.00,3099,201.14
ChromiumBrightHCBlack,0,0.00,6224,325.65
ChromiumBrightHCGray,0,0.00,6224,333.53
ChromiumBrightHCGrayD,622,528.83,0,0.00
ChromiumBrightHCGrayL,0,0.00,6224,386.02
ChromiumBrightHCWhite,622,518.67,0,0.00
ChromiumMattHCBlack,622,388.46,0,0.00
ChromiumMattHCGray,0,0.00,6224,383.31
ChromiumMattHCGrayD,622,440.21,0,0.00
ChromiumMattHCGrayL,0,0.00,6224,352.39
ChromiumMattHCWhite,622,479.44,0,0.00
ChromiumOre,0,0.00,7803,70.28
ChromiumPure,771,84.15,7711,84.15
ChromiumScrap,0,0.00,7788,33.14
ChromiumTileHCBlack,622,388.01,0,0.00
ChromiumTileHCGray,0,0.00,6224,404.77
ChromiumTileHCGrayD,0,0.00,6224,414.41
ChromiumTileHCGrayL,0,0.00,6224,318.33
ChromiumTileHCWhite,622,446.12,0,0.00
Club_S01,309,238.59,0,0.00
CobaltOre,624,337.43,6243,337.43
CobaltPure,475,868.15,4758,868.15
CobaltScrap,0,0.00,6126,454.07
CockpitCommandment,0,0.00,1116,7424.50
CockpitFighter,65,37468.92,0,0.00
CockpitHovercraft,74,11237.15,0,0.00
ConcreteBrightHCBlack,0,0.00,4672,937.45
ConcreteBrightHCGray,0,0.00,6230,695.98
ConcreteBrightHCGrayD,623,888.15,0,0.00
ConcreteBrightHCGrayL,623,870.50,0,0.00
ConcreteBrightHCWhite,623,983.70,0,0.00
ConcreteMattHCBlack,0,0.00,4672,926.69
ConcreteMattHCGray,623,1087.92,0,0.00
ConcreteMattHCGrayD,0,0.00,6230,867.76
ConcreteMattHCGrayL,467,1152.66,0,0.00
ConcreteMattHCWhite,623,899.10,0,0.00
ConcreteProduct,193,163.82,0,0.00
ConcreteTileHCBlack,623,844.67,0,0.00
ConcreteTileHCGray,0,0.00,6230,842.31
ConcreteTileHCGrayD,0,0.00,4672,952.86
