carbonore,9256542,75.00,200000000,25.00
siliconore,3014037,75.00,101038082,25.00
aluminiumore,9256542,75.00,61682487,25.00
ironore,1777150,75.00,130891028,25.00
sodiumore,7264168,75.00,103910155,25.00
calciumore,8236731,118.92,72631869,75.00
chromiumore,5872873,120.00,66553595,75.00
copperore,1548082,120.00,97711805,75.00
AluminiumPure,762,45.65,7621,37.35
CarbonPure,998,45.65,9980,37.35
IronPure,988,45.65,9881,37.35
SiliconPure,941,45.65,9416,37.35
AluminiumBrightHCBlack,799,458.70,7992,375.30
AluminiumBrightHCGray,799,458.70,7992,375.30
AluminiumBrightHCGrayD,799,458.70,7992,375.30
AluminiumBrightHCGrayL,799,458.70,7992,375.30
AluminiumBrightHCWhite,799,458.70,7992,375.30
AluminiumMattHCBlack,799,458.70,7992,375.30
AluminiumMattHCGray,799,458.70,7992,375.30
AluminiumMattHCGrayD,799,458.70,7992,375.30
AluminiumMattHCGrayL,799,458.70,7992,375.30
AluminiumMattHCWhite,799,458.70,7992,375.30
AluminiumTileHCBlack,799,458.70,7992,375.30
AluminiumTileHCGray,799,458.70,7992,375.30
AluminiumTileHCGrayD,799,458.70,7992,375.30
AluminiumTileHCGrayL,799,458.70,7992,375.30
AluminiumTileHCWhite,799,458.70,7992,375.30
hcAluminiumAged,799,458.70,7992,375.30
hcAluminiumGlossy,799,458.70,7992,375.30
hcAluminiumMatte,799,458.70,7992,375.30
hcAluminiumPaintedBlack,799,458.70,7992,375.30
hcAluminiumPaintedDarkGray,799,458.70,7992,375.30
hcAluminiumPaintedGray,799,458.70,7992,375.30
hcAluminiumPaintedGreen,799,458.70,7992,375.30
hcAluminiumPaintedIce,799,458.70,7992,375.30
hcAluminiumPaintedLightGray,799,458.70,7992,375.30
hcAluminiumPaintedMilitary,799,458.70,7992,375.30
hcAluminiumPaintedOrange,799,458.70,7992,375.30
hcAluminiumPaintedPurple,799,458.70,7992,375.30
hcAluminiumPaintedRed,799,458.70,7992,375.30
hcAluminiumPaintedSky,799,458.70,7992,375.30
hcAluminiumPaintedWhite,799,458.70,7992,375.30
hcAluminiumPaintedYellow,799,458.70,7992,375.30
hcAluminiumPanelBlack,799,458.70,7992,375.30
hcAluminiumPanelDarkGray,799,458.70,7992,375.30
hcAluminiumPanelGray,799,458.70,7992,375.30
hcAluminiumPanelGreen,799,458.70,7992,375.30
hcAluminiumPanelIce,799,458.70,7992,375.30
hcAluminiumPanelLightGray,799,458.70,7992,375.30
hcAluminiumPanelMilitary,799,458.70,7992,375.30
hcAluminiumPanelOrange,799,458.70,7992,375.30
hcAluminiumPanelPurple,799,458.70,7992,375.30
hcAluminiumPanelRed,799,458.70,7992,375.30
hcAluminiumPanelSky,799,458.70,7992,375.30
hcAluminiumPanelWhite,799,458.70,7992,375.30
hcAluminiumPanelYellow,799,458.70,7992,375.30
