carbonore,1193,23.62,11933,23.62
siliconore,1193,25.33,11933,25.33
aluminiumore,1193,24.03,11933,24.03
ironore,1193,25.49,11933,25.49
sodiumore,1193,79.91,11933,79.91
calciumore,1193,77.34,11933,77.34
chromiumore,1193,72.55,11933,72.55
copperore,1193,70.99,11933,70.99
AdjusterSmall,176,2020.94,0,0.00
AdjusterXtraSmall,0,0.00,3569,1077.68
AileronMedium2,108,20341.64,0,0.00
AileronShortLarge2,100,39147.49,0,0.00
AileronShortMedium2,113,12190.81,0,0.00
AileronShortSmall2,0,0.00,1768,1954.18
AileronSmall2,0,0.00,1748,3306.53
AirbrakeMedium,170,9834.83,0,0.00
AtmosphericEngineMedium,0,0.00,1001,33411.50
AtmosphericEngineSmall,0,0.00,1707,6957.15
AtmosphericEngineXtraSmall,0,0.00,1768,1800.62
AtmosphericFlap,0,0.00,1768,1509.70
CockpitHovercraft,170,8129.58,0,0.00
ContainerMedium,0,0.00,1390,19746.39
ContainerSmall,230,8058.46,0,0.00
CoreUnitDynamic32,71,1976.32,3579,1976.32
CoreUnitStatic32,71,1707.93,3579,1707.93
HoverEngineMedium,170,10056.86,0,0.00
HoverEngineSmall,0,0.00,1768,1594.68
IndustryAssemblyXS,0,0.00,1768,1625.68
IndustryAssemblyS,0,0.00,1138,10484.67
IndustryAssemblyM,0,0.00,1001,32617.03
LandingGearXSmall,236,1487.70,0,0.00
RadialAtmoFuelTankXSmall,176,2187.61,0,0.00
RadialSpaceFuelTankXSmall,0,0.00,1768,1884.90
RetroEngine,0,0.00,1768,1697.79
RetroEngineMedium,0,0.00,1707,7822.37
SpaceEngineMedium,0,0.00,1001,28923.75
SpaceEngineSmall,0,0.00,1138,9260.23
SpaceEngineXtraSmall,176,1971.85,0,0.00
StabilizerMedium,0,0.00,1001,32255.53
StabilizerSmall,0,0.00,1138,9507.73
StabilizerXtraSmall,0,0.00,1768,1765.58
WingMedium2,100,41487.56,0,0.00
WingMedium2Bis,0,0.00,1001,27780.14
WingSmall2,0,0.00,1138,9344.97
WingXtraSmall2,0,0.00,1768,2083.33
SlidingDoor,0,0.00,1707,7759.89
WindowSmall,0,0.00,2251,5383.53
SurrogateVRStation,113,11835.89,0,0.00
kergon4,200000000,216.67,0,36.11
kergon3,200000000,216.67,0,36.11
kergon2,200000000,216.67,0,36.11
kergon1,200000000,216.67,0,36.11
xeron,200000000,108.33,0,18.06
nitron,200000000,43.33,0,7.22
MissionPackageContentApheliaSmall1,0,2900.00,200000000,2900.00
MissionPackageContentApheliaVeryLarge1,0,1100000.00,200000000,1100000.00
