carbonore,562,27.07,5624,27.07
siliconore,562,27.40,5624,27.40
aluminiumore,562,26.48,5624,26.48
ironore,562,23.76,5624,23.76
sodiumore,562,77.95,5624,77.95
calciumore,562,81.75,5624,81.75
chromiumore,562,81.83,5624,81.83
copperore,562,70.17,5624,70.17
AdjusterSmall,0,0.00,833,1750.30
AdjusterXtraSmall,168,1298.74,0,0.00
AileronMedium2,51,19375.62,0,0.00
AileronShortLarge2,0,0.00,471,36908.57
AileronShortMedium2,0,0.00,804,7439.00
AileronShortSmall2,83,2280.03,0,0.00
AileronSmall2,0,0.00,823,3280.94
AirbrakeMedium,0,0.00,804,7512.42
AtmosphericEngineMedium,47,35294.48,0,0.00
AtmosphericEngineSmall,53,12125.19,0,0.00
AtmosphericEngineXtraSmall,0,0.00,833,1349.99
AtmosphericFlap,0,0.00,833,1625.03
CockpitHovercraft,0,0.00,804,7325.37
ContainerMedium,0,0.00,655,23779.31
ContainerSmall,0,0.00,1085,7265.12
CoreUnitDynamic32,33,1756.38,1687,1756.38
CoreUnitStatic32,33,1860.94,1687,1860.94
HoverEngineMedium,0,0.00,536,9914.13
HoverEngineSmall,83,1919.68,0,0.00
IndustryAssemblyXS,0,0.00,833,2020.26
IndustryAssemblyS,0,0.00,804,7420.65
IndustryAssemblyM,0,0.00,471,28230.86
LandingGearXSmall,0,0.00,1114,1631.63
RadialAtmoFuelTankXSmall,83,1993.21,0,0.00
RadialSpaceFuelTankXSmall,0,0.00,833,1376.24
RetroEngine,0,0.00,833,1641.10
RetroEngineMedium,53,11238.77,0,0.00
SpaceEngineMedium,0,0.00,471,38029.84
SpaceEngineSmall,0,0.00,804,8004.74
SpaceEngineXtraSmall,83,2401.42,0,0.00
StabilizerMedium,0,0.00,471,37826.78
StabilizerSmall,0,0.00,536,10748.62
StabilizerXtraSmall,0,0.00,833,1882.89
WingMedium2,47,42545.25,0,0.00
WingMedium2Bis,47,38568.98,0,0.00
WingSmall2,0,0.00,536,9230.32
WingXtraSmall2,83,2425.08,0,0.00
SlidingDoor,80,9231.21,0,0.00
WindowSmall,106,6268.01,0,0.00
SurrogateVRStation,0,0.00,804,7741.45
kergon4,200000000,216.67,0,36.11
kergon3,200000000,216.67,0,36.11
kergon2,200000000,216.67,0,36.11
kergon1,200000000,216.67,0,36.11
xeron,200000000,108.33,0,18.06
nitron,200000000,43.33,0,7.22
MissionPackageContentApheliaSmall1,0,2900.00,200000000,2900.00
MissionPackageContentApheliaMedium1,0,14000.00,200000000,14000.00
