carbonore,1067,25.83,10673,25.83
siliconore,1067,27.98,10673,27.98
aluminiumore,1067,28.08,10673,28.08
ironore,1067,23.74,10673,23.74
sodiumore,1067,77.70,10673,77.70
calciumore,1067,71.56,10673,71.56
chromiumore,1067,78.79,10673,78.79
copperore,1067,70.78,10673,70.78
AdjusterSmall,0,0.00,1582,1735.08
AdjusterXtraSmall,319,1520.92,0,0.00
AileronMedium2,0,0.00,973,20295.12
AileronShortLarge2,89,44640.18,0,0.00
AileronShortMedium2,152,10213.73,0,0.00
AileronShortSmall2,0,0.00,1582,1691.01
AileronSmall2,156,3634.43,0,0.00
AirbrakeMedium,0,0.00,1527,7848.18
AtmosphericEngineMedium,0,0.00,895,26731.16
AtmosphericEngineSmall,152,10830.59,0,0.00
AtmosphericEngineXtraSmall,158,2223.70,0,0.00
AtmosphericFlap,0,0.00,1582,1572.73
CockpitHovercraft,152,8847.13,0,0.00
ContainerMedium,0,0.00,1244,22361.04
ContainerSmall,0,0.00,2060,6967.26
CoreUnitDynamic32,64,1841.66,3202,1841.66
CoreUnitStatic32,64,1909.94,3202,1909.94
HoverEngineMedium,0,0.00,1527,6836.70
HoverEngineSmall,158,2192.82,0,0.00
IndustryAssemblyXS,158,1830.95,0,0.00
IndustryAssemblyS,0,0.00,1527,7589.14
IndustryAssemblyM,89,36723.27,0,0.00
LandingGearXSmall,0,0.00,2115,1750.56
RadialAtmoFuelTankXSmall,158,2003.63,0,0.00
RadialSpaceFuelTankXSmall,158,2035.70,0,0.00
RetroEngine,158,2136.43,0,0.00
RetroEngineMedium,101,12034.38,0,0.00
SpaceEngineMedium,0,0.00,895,26432.82
SpaceEngineSmall,0,0.00,1018,9770.92
SpaceEngineXtraSmall,0,0.00,1582,1611.30
StabilizerMedium,0,0.00,895,33418.58
StabilizerSmall,101,12769.50,0,0.00
StabilizerXtraSmall,158,2160.62,0,0.00
WingMedium2,89,45256.66,0,0.00
WingMedium2Bis,0,0.00,895,28152.74
WingSmall2,152,9541.54,0,0.00
WingXtraSmall2,0,0.00,1582,1997.02
SlidingDoor,0,0.00,1018,9127.86
WindowSmall,201,5220.92,0,0.00
SurrogateVRStation,152,8774.21,0,0.00
kergon4,200000000,216.67,0,36.11
kergon3,200000000,216.67,0,36.11
kergon2,200000000,216.67,0,36.11
kergon1,200000000,216.67,0,36.11
xeron,200000000,108.33,0,18.06
nitron,200000000,43.33,0,7.22
MissionPackageContentApheliaSmall1,0,2900.00,200000000,2900.00
MissionPackageContentApheliaLarge1,0,120000.00,200000000,120000.00
